text,labels,domain,source
"James Holmes Text Messages Sent Before Shooting May Reveal Suspect's State Of Mind The messages, released Friday upon request by multiple media organizations, were heavily redacted, according to USA Today",,Crime,huffpost
"Republican Women Female GOP Politicians Look More Feminine, Congressional Physiognomy Study Suggests Johnson and Carpinella's study, which is slated to be published online in the peer-reviewed Journal of Experimental Social",,Science,huffpost
Why Facebook and YouTube Should Err on the Side of Free Speech They do have a right to set limits that exceed speech rules in democratic countries like the U.S. but they also have a solemn responsibility to take their roles seriously and not arbitrarily censor content unless it clearly violates their stated guidelines.,,Tech,huffpost
"Blindsided by Multiple Sclerosis We have become passionate advocates for young adults living with MS, parents, and caregivers. It seems to me that tragedy has a strange way of bringing people closer to their purpose.",,Wellness,huffpost
Stop 'Trying' to be Happy Just Get Rid of Your Angst I think we're asking the wrong questions about happiness. The most common one we ask is What can I do to find happiness? But I think the real question we should ask is What is preventing me from experiencing happiness?,,Wellness,huffpost
"Land of the Free, Home of the Brave Shujaa was paralyzed. He had been shot multiple times and had to have a bullet removed from his spine. After having the bullet removed, he recovered with a great foster mom and the second phase of his rescue was being planned.",,Environment,huffpost
RICE Act Congressmen Plan To Introduce Bill That Would Limit Arsenic Levels In Rice Days after consumer groups publicly pushed the Food and Drug Administration to establish standards for how much arsenic should,,Wellness,huffpost
"Taking Time When did it become acceptable in America to treat helping strangers as wasted time ? Everyone in the world agrees -- they should, anyway -- that time is our most precious commodity. But peoples' definitions of wasted are another great cultural divider.",,Wellness,huffpost
"Art of Living Poker and Mindful Meditation I have found the most productive, fun, and effective exercise for mastering discipline comes from playing poker. Fifty-two cards, eight opponents and a lifetime of lessons that can be applied to just about everything.",,Wellness,huffpost
Why 'Breakthrough' Wind Turbines Are Usually Bunk What s not to love about a World War II veteran s revolutionary new wind turbine that s virtually silent and doesn t harm,,Environment,huffpost
"Glenn Hubbard 'Naive' To Think Fed Stimulus Can Solve Jobs Crisis I would be much more comfortable if, in fact, Congress would take some of this burden from us and address those issues, Bernanke",,Business,huffpost
U.S. Spy Satellite NROL-36 Launches From Vandenberg On Space Mission For National Reconnaissance Office An Atlas 5 rocket launched the new NROL-36 satellite and 11 tiny research satellites into orbit from a pad at Vandenberg,,Science,huffpost
"Hold Wants Lightly The art is to pursue wholesome desires with enthusiasm, discipline, and skill without getting all hot and bothered about them, and to enjoy life's pleasures without getting attached to them.",,Wellness,huffpost
"Peanut Allergies May Have Tripled Over The Last Decade The findings are based on more than 500 people with potential diagnoses of peanut allergy, which yielded 170 actual new cases",,Wellness,huffpost
"Oral Hygiene Habits of the Interesting America's Got Talent Sword Swallower Dan Meyer It often takes from 3-10 years to learn to swallow a single sword, practicing multiple time a day, and some people never learn.",,Wellness,huffpost
"How To Get Rid Of The Hiccups Which Tricks Really Work? There may be some survival benefit to hiccups In the process, the windpipe is closed off, according to Dr. Oz, so you can't",,Wellness,huffpost
"7 Ways to Transform your Life... From 7 Expert Yogis I recently attended Omega's 2012 Being Yoga Conference Retreat at their beautiful Rhinebeck, N.Y. campus. This conference attracted me because I was interested in how the concept of being yoga can apply to personal transformation for the everyday person -- not just the avid yogi.",,Wellness,huffpost
"The 'Science' of Yoga Marches On Are Yogis Even Listening? So far, the work of NCCAM hasn't attracted much media attention. But expect all that to change as more and more studies come online, and the research begins to challenge -- as well as support -- other long-standing yoga health claims.",,Wellness,huffpost
"Moral Discipline When a desire to act non-virtuously arises, a bodhisattva must exercise moral discipline by bringing to mind a thought or feeling that prevents him or her from acting on the non-virtuous desire.",,Wellness,huffpost
"Erin Burnett Makes False Claims About Federal Reserve VIDEO Easy money has also sent commodity prices higher. This is the rub, Erin Burnett said Friday on her CNN show OutFront. Gas",,Business,huffpost
Casting Doubt on Organic Food All the food I buy is organic. I don't want those chemical pesticides and herbicides on my food and I don't want a noxious,,Wellness,huffpost
"The Summer I Saw Bruce Springsteen Four Times The highlight for me, other than hearing Land of Hope and Dreams, Human Touch and Wrecking Ball, was hearing Jersey",,Wellness,huffpost
"Am I a Yogi If I'm Not a Vegetarian? A Closer Look at Ahimsa When we possess an expanded understanding of ahimsa beyond only vegetarianism and accept every person as they are, we then have the best capacity to support transformation and positive change of any kind.",,Wellness,huffpost
"Back-To-School Letter To The U.S. Congress NEWPORT BEACH What if members of the United States Congress, now returning from their summer recess, were to receive a",,Business,huffpost
"How to Be Happy As we all know, life is short. It is therefore one of the rarest and most valuable commodities we have. In case you ever forget this tenet, recall Drake's horrendous acronym YOLO. Being happy is a state of mind, not an action, and this article will provide the panacea for your painful troubles.",,Wellness,huffpost
"10 Gratitude Principles To Live By Read more on Mind Body Green As a single parent, I had spent years scrimping and saving and just getting by. While I had",,Wellness,huffpost
Getting 'It' Into the New York Times I've never been against using medication in children. I am against a first and only use of medication in children who are minimally impaired. I believe first one must try to employ effective non-drug interventions of behavior modification and special education.,,Wellness,huffpost
"How to Get More Hours in the Day Maya Rodale is the author of multiple historical romance novels, as well as the nonfiction book Dangerous Books for Girls",,Wellness,huffpost
"The Power of Positive Thinking How to Grow Positive Thoughts in Your Garden The plants and flowers that make the garden of our mind beautiful are the positive thoughts we nurture and help to grow. Just like plants grow and multiply, so do our positive thoughts.",,Wellness,huffpost
"The Iceberg Effect I now have an awareness of my feelings, my opinions, my reality. I think twice before staying out late, living a life of no discipline, and I certainly won't settle for anyone else's 10 percent.",,Wellness,huffpost
